Date,Close,publishedAt,title,description,sentiment_label,sentiment_score
2015-01-02,78.02195739746094,,,,,
2015-01-05,76.76885223388672,,,,,
2015-01-06,75.7345199584961,,,,,
2015-01-07,75.7345199584961,,,,,
2015-01-08,77.75343322753906,,,,,
2015-01-09,77.31583404541016,,,,,
2015-01-12,76.30139923095703,,,,,
2015-01-13,76.03287506103516,,,,,
2015-01-14,75.86380004882812,,,,,
2015-01-15,73.6459732055664,,,,,
2015-01-16,74.76980590820312,,,,,
2015-01-20,75.82402038574219,,,,,
2015-01-21,76.3212890625,,,,,
2015-01-22,77.22633361816406,,,,,
2015-01-23,77.40534973144531,,,,,
2015-01-26,77.0771484375,,,,,
2015-01-27,75.36653900146484,,,,,
2015-01-28,75.82402038574219,,,,,
2015-01-29,77.57442474365234,,,,,
2015-01-30,75.4958267211914,,,,,
2015-02-02,74.58084106445312,,,,,
2015-02-03,74.98860931396484,,,,,
2015-02-04,75.21734619140625,,,,,
2015-02-05,75.19746398925781,,,,,
2015-02-06,74.06369018554688,,,,,
2015-02-09,74.0338363647461,,,,,
2015-02-10,74.77975463867188,,,,,
2015-02-11,76.0925521850586,,,,,
2015-02-12,75.81407928466797,,,,,
2015-02-13,75.32675170898438,,,,,
2015-02-17,75.18751525878906,,,,,
2015-02-18,76.29145050048828,,,,,
2015-02-19,78.9866714477539,,,,,
2015-02-20,79.46405792236328,,,,,
2015-02-23,78.40982818603516,,,,,
2015-02-24,78.02195739746094,,,,,
2015-02-25,79.12590789794922,,,,,
2015-02-26,79.97127532958984,,,,,
2015-02-27,78.53913116455078,,,,,
2015-03-02,79.31487274169922,,,,,
2015-03-03,79.16568756103516,,,,,
2015-03-04,80.45860290527344,,,,,
2015-03-05,80.76689910888672,,,,,
2015-03-06,79.5734634399414,,,,,
2015-03-09,79.00656127929688,,,,,
2015-03-10,77.12688446044922,,,,,
2015-03-11,77.14675903320312,,,,,
2015-03-12,78.49934387207031,,,,,
2015-03-13,77.62416076660156,,,,,
2015-03-16,77.64404296875,,,,,
2015-03-17,78.92699432373047,,,,,
2015-03-18,80.46855926513672,,,,,
2015-03-19,82.29850769042969,,,,,
2015-03-20,83.3427734375,,,,,
2015-03-23,83.9693374633789,,,,,
2015-03-24,84.84454345703125,,,,,
2015-03-25,82.46757507324219,,,,,
2015-03-26,82.55709838867188,,,,,
2015-03-27,82.84550476074219,,,,,
2015-03-30,82.74605560302734,,,,,
2015-03-31,81.77140045166016,,,,,
2015-04-01,81.22439575195312,,,,,
2015-04-02,81.11499786376953,,,,,
2015-04-06,81.99020385742188,,,,,
2015-04-07,81.87085723876953,,,,,
2015-04-08,81.8310775756836,,,,,
2015-04-09,81.72166442871094,,,,,
2015-04-10,81.5923843383789,,,,,
2015-04-13,82.55709838867188,,,,,
2015-04-14,83.06430053710938,,,,,
2015-04-15,82.25872039794922,,,,,
2015-04-16,81.86090850830078,,,,,
2015-04-17,80.3392562866211,,,,,
2015-04-20,82.63665008544922,,,,,
2015-04-21,83.16375732421875,,,,,
2015-04-22,84.16824340820312,,,,,
2015-04-23,81.96035766601562,,,,,
2015-04-24,81.08515930175781,,,,,
2015-04-27,81.46309661865234,,,,,
2015-04-28,80.23979949951172,,,,,
2015-04-29,80.03095245361328,,,,,
2015-04-30,78.34021759033203,,,,,
2015-05-01,78.55901336669922,,,,,
2015-05-04,78.37999725341797,,,,,
2015-05-05,77.13683319091797,,,,,
2015-05-06,77.67387390136719,,,,,
2015-05-07,78.0020751953125,,,,,
2015-05-08,78.0816421508789,,,,,
2015-05-11,77.58436584472656,,,,,
2015-05-12,77.03736877441406,,,,,
2015-05-13,78.01203155517578,,,,,
2015-05-14,80.92603302001953,,,,,
2015-05-15,79.98120880126953,,,,,
2015-05-18,80.43870544433594,,,,,
2015-05-19,80.1900634765625,,,,,
2015-05-20,80.11051940917969,,,,,
2015-05-21,80.0408935546875,,,,,
2015-05-22,80.10057067871094,,,,,
2015-05-26,78.89717102050781,,,,,
2015-05-27,80.11051940917969,,,,,
2015-05-28,79.71269226074219,,,,,
2015-05-29,78.75792694091797,,,,,
2015-06-01,79.85192108154297,,,,,
2015-06-02,80.00111389160156,,,,,
2015-06-03,81.99020385742188,,,,,
2015-06-04,81.60232543945312,,,,,
2015-06-05,81.69183349609375,,,,,
2015-06-08,80.2298583984375,,,,,
2015-06-09,80.2298583984375,,,,,
2015-06-10,81.71173095703125,,,,,
2015-06-11,81.3835220336914,,,,,
2015-06-12,81.08515930175781,,,,,
2015-06-15,80.26963806152344,,,,,
2015-06-16,80.61772918701172,,,,,
2015-06-17,81.34375,,,,,
2015-06-18,82.45762634277344,,,,,
2015-06-19,82.05982208251953,,,,,
2015-06-22,84.27764129638672,,,,,
2015-06-23,87.4005126953125,,,,,
2015-06-24,88.37516021728516,,,,,
2015-06-25,87.4999771118164,,,,,
2015-06-26,87.5298080444336,,,,,
2015-06-29,85.33186340332031,,,,,
2015-06-30,85.3020248413086,,,,,
2015-07-01,86.4358139038086,,,,,
2015-07-02,86.81373596191406,,,,,
2015-07-06,87.07232666015625,,,,,
2015-07-07,86.74411010742188,,,,,
2015-07-08,85.18269348144531,,,,,
2015-07-09,85.41143035888672,,,,,
2015-07-10,87.47013092041016,,,,,
2015-07-13,89.60840606689453,,,,,
2015-07-14,89.19068908691406,,,,,
2015-07-15,89.270263671875,,,,,
2015-07-16,90.35431671142578,,,,,
2015-07-17,94.45182800292969,,,,,
2015-07-20,97.37580108642578,,,,,
2015-07-21,97.85317993164062,,,,,
2015-07-22,96.51053619384766,,,,,
2015-07-23,94.91927337646484,,,,,
2015-07-24,96.4210205078125,,,,,
2015-07-27,93.65619659423828,,,,,
2015-07-28,94.77008819580078,,,,,
2015-07-29,96.4608154296875,,,,,
2015-07-30,94.69052124023438,,,,,
2015-07-31,93.49707794189453,,,,,
2015-08-03,93.62635040283203,,,,,
2015-08-04,93.54679107666016,,,,,
2015-08-05,95.91381072998047,,,,,
2015-08-06,94.60101318359375,,,,,
2015-08-07,93.78548431396484,,,,,
2015-08-10,93.63629913330078,,,,,
2015-08-11,93.10920715332031,,,,,
2015-08-12,93.67608642578125,,,,,
2015-08-13,92.92024230957031,,,,,
2015-08-14,93.90483093261719,,,,,
2015-08-17,93.41751098632812,,,,,
2015-08-18,94.6507339477539,,,,,
2015-08-19,94.78996276855469,,,,,
2015-08-20,90.0658950805664,,,,,
2015-08-21,85.5904541015625,,,,,
2015-08-24,81.64209747314453,,,,,
2015-08-25,82.54714965820312,,,,,
2015-08-26,86.71427917480469,,,,,
2015-08-27,89.24043273925781,,,,,
2015-08-28,90.51344299316406,,,,,
2015-08-31,88.94205474853516,,,,,
2015-09-01,86.75406646728516,,,,,
2015-09-02,89.39955139160156,,,,,
2015-09-03,87.6690444946289,,,,,
2015-09-04,87.7784423828125,,,,,
2015-09-08,89.04150390625,,,,,
2015-09-09,89.9465560913086,,,,,
