Date,Close
,INFY.NS
2015-01-01,378.5535888671875
2015-01-02,385.9927062988281
2015-01-05,382.6757507324219
2015-01-06,374.6805114746094
2015-01-07,376.4732360839844
2015-01-08,378.3713684082031
2015-01-09,397.7361755371094
2015-01-12,405.6930847167969
2015-01-13,400.5066833496094
2015-01-14,408.12799072265625
2015-01-15,409.2017517089844
2015-01-16,406.1435852050781
2015-01-19,403.1142883300781
2015-01-20,407.2747802734375
2015-01-21,416.03692626953125
2015-01-22,421.1273498535156
2015-01-23,424.6935729980469
2015-01-27,409.6331787109375
2015-01-28,411.1765441894531
2015-01-29,411.3586730957031
2015-01-30,410.6684265136719
2015-02-02,409.7001647949219
2015-02-03,406.64208984375
2015-02-04,410.8506164550781
2015-02-05,420.6192626953125
2015-02-06,427.65582275390625
2015-02-09,431.18359375
2015-02-10,436.8205871582031
2015-02-11,438.0765075683594
2015-02-12,443.1285095214844
2015-02-13,440.2333984375
2015-02-16,436.90679931640625
2015-02-18,440.3100280761719
2015-02-19,445.7168273925781
2015-02-20,437.7409362792969
2015-02-23,434.3855895996094
2015-02-24,435.76605224609375
2015-02-25,444.3555603027344
2015-02-26,432.94769287109375
2015-02-27,434.4142761230469
2015-03-02,439.38983154296875
2015-03-03,440.5688781738281
2015-03-04,436.1206970214844
2015-03-05,430.9344177246094
2015-03-09,419.9002380371094
2015-03-10,421.424560546875
2015-03-11,418.3952331542969
2015-03-12,425.3167419433594
2015-03-13,425.7193908691406
2015-03-16,434.5868835449219
2015-03-17,429.5730895996094
2015-03-18,427.4640808105469
2015-03-19,427.6462707519531
2015-03-20,432.82305908203125
2015-03-23,428.2214660644531
2015-03-24,424.0032958984375
2015-03-25,425.47003173828125
2015-03-26,411.52166748046875
2015-03-27,422.22021484375
2015-03-30,427.176513671875
2015-03-31,425.3262023925781
2015-04-01,416.8135070800781
2015-04-06,417.6282653808594
2015-04-07,414.04290771484375
2015-04-08,421.91351318359375
2015-04-09,424.68402099609375
2015-04-10,428.3173522949219
2015-04-13,429.2472839355469
2015-04-15,424.4347839355469
2015-04-16,420.7822265625
2015-04-17,417.82958984375
2015-04-20,408.7990417480469
2015-04-21,410.80267333984375
2015-04-22,409.8631896972656
2015-04-23,406.8529968261719
2015-04-24,382.5415344238281
2015-04-27,380.51873779296875
2015-04-28,375.96514892578125
2015-04-29,376.01312255859375
2015-04-30,372.38946533203125
2015-05-04,382.1388854980469
2015-05-05,376.3198547363281
2015-05-06,368.5164489746094
2015-05-07,372.7248840332031
2015-05-08,375.3995666503906
2015-05-11,382.2443542480469
2015-05-12,373.31927490234375
2015-05-13,375.1598815917969
2015-05-14,370.9609680175781
2015-05-15,376.1281433105469
2015-05-18,382.12933349609375
2015-05-19,387.7471008300781
2015-05-20,392.53070068359375
2015-05-21,392.7511901855469
2015-05-22,392.3677062988281
2015-05-25,386.6829528808594
2015-05-26,384.8615417480469
2015-05-27,377.42230224609375
2015-05-28,386.6445007324219
2015-05-29,387.90045166015625
2015-06-01,392.6265563964844
2015-06-02,385.1203308105469
2015-06-03,387.4690246582031
2015-06-04,388.83990478515625
2015-06-05,385.695556640625
2015-06-08,383.471435546875
2015-06-09,381.9471740722656
2015-06-10,388.5426940917969
2015-06-11,383.0112609863281
2015-06-12,378.6781921386719
2015-06-15,385.5586242675781
2015-06-16,389.023193359375
2015-06-17,387.6023254394531
2015-06-18,390.0353088378906
2015-06-19,387.4659729003906
2015-06-22,398.56036376953125
2015-06-23,389.4319763183594
2015-06-24,387.3686828613281
2015-06-25,385.5586242675781
2015-06-26,391.3198547363281
2015-06-29,385.44189453125
2015-06-30,383.18402099609375
2015-07-01,388.2640686035156
2015-07-02,384.60491943359375
2015-07-03,385.5002136230469
2015-07-06,382.7752990722656
2015-07-07,381.685302734375
2015-07-08,372.7319641113281
2015-07-09,365.14105224609375
2015-07-10,364.94647216796875
2015-07-13,369.8707580566406
2015-07-14,378.0845031738281
2015-07-15,383.04779052734375
2015-07-16,385.01361083984375
2015-07-17,389.9964599609375
2015-07-20,389.7628173828125
