Price,Close
Ticker,HDFCBANK.NS
Date,
2015-01-01,435.5518798828125
2015-01-02,441.61358642578125
2015-01-05,437.88507080078125
2015-01-06,431.0685119628906
2015-01-07,432.32659912109375
2015-01-08,441.4077453613281
2015-01-09,446.3486633300781
2015-01-12,442.41424560546875
2015-01-13,440.72149658203125
2015-01-14,440.97314453125
2015-01-15,454.35467529296875
2015-01-16,458.1060485839844
2015-01-19,459.5700378417969
2015-01-20,467.0728759765625
2015-01-21,466.6153564453125
2015-01-22,467.2100524902344
2015-01-23,477.0689392089844
2015-01-27,491.3655090332031
2015-01-28,484.1829833984375
2015-01-29,500.9499206542969
2015-01-30,492.87518310546875
2015-02-02,494.8194885253906
2015-02-03,486.8133850097656
2015-02-04,488.4604187011719
2015-02-05,492.4864196777344
2015-02-06,481.9640808105469
2015-02-09,475.833740234375
2015-02-10,482.3986511230469
2015-02-11,484.205810546875
2015-02-12,492.2575988769531
2015-02-13,487.59112548828125
2015-02-16,488.3918151855469
2015-02-18,491.70855712890625
2015-02-19,493.9961242675781
2015-02-20,490.9079895019531
2015-02-23,488.3690185546875
2015-02-24,488.43756103515625
2015-02-25,481.48370361328125
2015-02-26,474.941650390625
2015-02-27,482.1928405761719
2015-03-02,495.2541198730469
2015-03-03,495.62017822265625
2015-03-04,487.36248779296875
2015-03-05,496.4206848144531
2015-03-09,484.4803161621094
2015-03-10,481.5295104980469
2015-03-11,483.31365966796875
2015-03-12,482.4673767089844
2015-03-13,477.00030517578125
2015-03-16,481.07196044921875
2015-03-17,484.04571533203125
2015-03-18,486.5618896484375
2015-03-19,481.36932373046875
2015-03-20,483.0620422363281
2015-03-23,479.33355712890625
2015-03-24,474.8501281738281
2015-03-25,473.1575012207031
2015-03-26,460.6679992675781
2015-03-27,464.190673828125
2015-03-30,474.3697814941406
2015-03-31,467.8734436035156
2015-04-01,472.699951171875
2015-04-06,472.1051330566406
2015-04-07,472.47119140625
2015-04-08,473.7521667480469
2015-04-09,483.153564453125
2015-04-10,477.00030517578125
2015-04-13,475.23907470703125
2015-04-15,471.968017578125
2015-04-16,471.0529479980469
2015-04-17,465.83770751953125
2015-04-20,459.8216552734375
2015-04-21,458.86090087890625
2015-04-22,463.48150634765625
2015-04-23,463.66455078125
2015-04-24,460.4392395019531
2015-04-27,459.9817810058594
2015-04-28,459.5700378417969
2015-04-29,454.35467529296875
2015-04-30,452.3646240234375
2015-05-04,457.923095703125
2015-05-05,451.8384704589844
2015-05-06,444.0382995605469
2015-05-07,435.2087097167969
2015-05-08,449.2536315917969
2015-05-11,453.05084228515625
2015-05-12,444.6558837890625
2015-05-13,453.02801513671875
2015-05-14,453.39385986328125
2015-05-15,452.95928955078125
2015-05-18,461.99468994140625
2015-05-19,460.9424743652344
2015-05-20,468.4911193847656
2015-05-21,468.78839111328125
2015-05-22,468.6054992675781
2015-05-25,468.2623596191406
2015-05-26,470.0236511230469
2015-05-27,474.941650390625
2015-05-28,470.9386291503906
2015-05-29,480.614501953125
2015-06-01,474.0494689941406
2015-06-02,461.51434326171875
2015-06-03,460.0274963378906
2015-06-04,464.3279724121094
2015-06-05,462.86395263671875
2015-06-08,459.06683349609375
2015-06-09,458.3348083496094
2015-06-10,464.625244140625
2015-06-11,457.5799560546875
2015-06-12,461.6745300292969
2015-06-15,459.867431640625
2015-06-16,461.3313903808594
2015-06-17,459.6387023925781
2015-06-18,466.4552307128906
2015-06-19,471.4419250488281
2015-06-22,479.0590515136719
2015-06-23,481.3236389160156
2015-06-24,478.44146728515625
2015-06-25,487.2251892089844
2015-06-26,486.2416076660156
2015-06-29,483.4051818847656
2015-06-30,488.2088317871094
2015-07-01,490.5877380371094
2015-07-02,487.7529602050781
2015-07-03,495.1509704589844
2015-07-06,499.4144287109375
2015-07-07,500.9586486816406
2015-07-08,492.66192626953125
2015-07-09,495.058837890625
2015-07-10,502.7561950683594
2015-07-13,505.2452392578125
2015-07-14,503.2632751464844
2015-07-15,505.4987487792969
2015-07-16,513.7954711914062
2015-07-17,511.8825378417969
2015-07-20,514.0488891601562
2015-07-21,506.1210632324219
2015-07-22,513.6572265625
2015-07-23,510.6611328125
2015-07-24,510.6380920410156
2015-07-27,505.1069641113281
2015-07-28,510.93768310546875
2015-07-29,510.8685607910156
2015-07-30,511.8825378417969
2015-07-31,512.3895874023438
2015-08-03,504.8995361328125
2015-08-04,500.77410888671875
2015-08-05,503.4245300292969
2015-08-06,505.1529846191406
2015-08-07,503.63189697265625
2015-08-10,504.5538635253906
2015-08-11,504.5768737792969
2015-08-12,493.3993835449219
2015-08-13,496.6719665527344
2015-08-14,507.8494873046875
2015-08-17,503.1019592285156
2015-08-18,500.7280578613281
2015-08-19,498.6539306640625
2015-08-20,495.3583068847656
2015-08-21,489.18194580078125
2015-08-24,469.70770263671875
2015-08-25,469.4311828613281
2015-08-26,467.14959716796875
2015-08-27,471.1135559082031
2015-08-28,473.8099365234375
2015-08-31,473.57952880859375
2015-09-01,460.9731750488281
2015-09-02,458.69158935546875
2015-09-03,465.6746520996094
2015-09-04,459.1064147949219
2015-09-07,453.75970458984375
2015-09-08,462.7938537597656
2015-09-09,468.440185546875
2015-09-10,465.997314453125
2015-09-11,465.7668151855469
2015-09-14,470.0072937011719
2015-09-15,466.9883117675781
2015-09-16,471.6897277832031
2015-09-18,483.858154296875
2015-09-21,485.3331604003906
2015-09-22,475.05450439453125
2015-09-23,483.604736328125
2015-09-24,484.6187438964844
2015-09-28,482.3141174316406
2015-09-29,490.79510498046875
2015-09-30,492.6388854980469
2015-10-01,492.1088562011719
2015-10-05,506.2591857910156
2015-10-06,500.54376220703125
2015-10-07,501.3733825683594
2015-10-08,499.23004150390625
2015-10-09,500.6360168457031
2015-10-12,498.0547180175781
2015-10-13,496.1188049316406
2015-10-14,499.9907531738281
2015-10-15,499.714111328125
2015-10-16,507.0428771972656
2015-10-19,506.005859375
2015-10-20,504.6690979003906
2015-10-21,504.7152099609375
2015-10-23,510.93768310546875
2015-10-26,507.71124267578125
2015-10-27,512.0438842773438
2015-10-28,512.3203735351562
2015-10-29,508.6561279296875
2015-10-30,506.8354797363281
2015-11-02,499.23004150390625
2015-11-03,500.05987548828125
2015-11-04,498.5848083496094
2015-11-05,497.7320861816406
2015-11-06,498.2160949707031
2015-11-09,490.79510498046875
2015-11-10,486.0936279296875
2015-11-13,484.9183654785156
2015-11-16,489.0206298828125
2015-11-17,488.95147705078125
2015-11-18,483.3281555175781
2015-11-19,492.68499755859375
2015-11-20,493.583740234375
2015-11-23,491.3713073730469
2015-11-24,490.5877380371094
2015-11-26,490.4033508300781
2015-11-27,497.5247497558594
2015-11-30,496.7640380859375
2015-12-01,499.1839904785156
2015-12-02,496.7872009277344
2015-12-03,496.30322265625
2015-12-04,488.0757141113281
2015-12-07,489.4814758300781
2015-12-08,483.6277160644531
2015-12-09,482.7980651855469
2015-12-10,488.8592224121094
2015-12-11,482.2910461425781
2015-12-14,486.3011474609375
2015-12-15,488.3292236328125
2015-12-16,491.947509765625
2015-12-17,497.9164123535156
2015-12-18,494.57476806640625
2015-12-21,495.6810607910156
2015-12-22,491.55572509765625
2015-12-23,495.08172607421875
2015-12-24,495.0356750488281
2015-12-28,496.5336608886719
2015-12-29,496.8562316894531
2015-12-30,495.17401123046875
2015-12-31,498.79217529296875
2016-01-01,501.8343505859375
2016-01-04,493.4224548339844
2016-01-05,489.6889343261719
2016-01-06,491.8552551269531
2016-01-07,486.8311767578125
2016-01-08,489.6659240722656
2016-01-11,487.9374084472656
2016-01-12,482.56756591796875
2016-01-13,488.65191650390625
2016-01-14,483.858154296875
2016-01-15,480.3551940917969
2016-01-18,472.84210205078125
2016-01-19,477.4283142089844
2016-01-20,469.36199951171875
2016-01-21,471.5284423828125
2016-01-22,474.8932189941406
2016-01-25,479.89422607421875
2016-01-27,477.3591613769531
2016-01-28,475.5384521484375
2016-01-29,483.9043273925781
2016-02-01,488.4674987792969
2016-02-02,485.7249755859375
2016-02-03,481.1387939453125
2016-02-04,483.604736328125
2016-02-05,486.393310546875
2016-02-08,477.45135498046875
2016-02-09,472.93426513671875
2016-02-10,466.8960876464844
2016-02-11,449.5422058105469
2016-02-12,447.74456787109375
2016-02-15,448.75860595703125
2016-02-16,448.689453125
2016-02-17,449.3578186035156
2016-02-18,456.0643310546875
2016-02-19,455.99517822265625
2016-02-22,455.74169921875
2016-02-23,447.122314453125
2016-02-24,437.69635009765625
2016-02-25,434.492919921875
2016-02-26,442.9508972167969
