Date,Close
,SBIN.NS
2015-01-01,279.8805236816406
2015-01-02,280.9947204589844
2015-01-05,278.7663879394531
2015-01-06,267.3126525878906
2015-01-07,267.5354919433594
2015-01-08,271.7248229980469
2015-01-09,270.2540588378906
2015-01-12,273.7303161621094
2015-01-13,271.9476318359375
2015-01-14,271.591064453125
2015-01-15,285.4959716796875
2015-01-16,281.1729736328125
2015-01-19,279.1228942871094
2015-01-20,283.5796203613281
2015-01-21,290.7549133300781
2015-01-22,289.3732604980469
2015-01-23,291.8690490722656
2015-01-27,294.1864929199219
2015-01-28,298.24212646484375
2015-01-29,291.46795654296875
2015-01-30,275.3793029785156
2015-02-02,274.08685302734375
2015-02-03,267.669189453125
2015-02-04,261.20697021484375
2015-02-05,259.2014465332031
2015-02-06,258.7558288574219
2015-02-09,249.12936401367188
2015-02-10,256.0817565917969
2015-02-11,254.87844848632812
2015-02-12,253.4077606201172
2015-02-13,273.5965881347656
2015-02-16,273.3738098144531
2015-02-18,272.482421875
2015-02-19,269.4964294433594
2015-02-20,269.451904296875
2015-02-23,264.32666015625
2015-02-24,264.05926513671875
2015-02-25,263.43536376953125
2015-02-26,257.95355224609375
2015-02-27,267.3126525878906
2015-03-02,269.1844787597656
2015-03-03,269.71929931640625
2015-03-04,261.9200744628906
2015-03-05,261.8754577636719
2015-03-09,259.0677490234375
2015-03-10,256.34918212890625
2015-03-11,254.1654052734375
2015-03-12,255.6807098388672
2015-03-13,250.24349975585938
2015-03-16,251.0457305908203
2015-03-17,252.33816528320312
2015-03-18,256.0817565917969
2015-03-19,251.00115966796875
2015-03-20,248.01513671875
2015-03-23,244.89549255371094
2015-03-24,241.15185546875
2015-03-25,236.56143188476562
2015-03-26,228.76223754882812
2015-03-27,234.95703125
2015-03-30,238.78981018066406
2015-03-31,238.03216552734375
2015-04-01,243.7367401123047
2015-04-06,244.80633544921875
2015-04-07,242.48886108398438
2015-04-08,244.13784790039062
2015-04-09,250.33261108398438
2015-04-10,254.7001953125
2015-04-13,255.19044494628906
2015-04-15,258.4883728027344
2015-04-16,260.6276550292969
2015-04-17,260.0482482910156
2015-04-20,256.39373779296875
2015-04-21,257.7752990722656
2015-04-22,253.0066680908203
2015-04-23,247.48036193847656
2015-04-24,245.60850524902344
2015-04-27,238.03216552734375
2015-04-28,242.8899688720703
2015-04-29,242.3551483154297
2015-04-30,240.4387664794922
2015-05-04,247.03469848632812
2015-05-05,242.48886108398438
2015-05-06,236.56143188476562
2015-05-07,232.59500122070312
2015-05-08,233.486328125
2015-05-11,246.05419921875
2015-05-12,238.34414672851562
2015-05-13,244.49436950683594
2015-05-14,250.4217987060547
2015-05-15,256.21551513671875
2015-05-18,258.26556396484375
2015-05-19,257.1068115234375
2015-05-20,260.805908203125
2015-05-21,258.7112121582031
2015-05-22,251.7588348388672
2015-05-25,247.48036193847656
2015-05-26,247.03469848632812
2015-05-27,250.24349975585938
2015-05-28,250.55943298339844
2015-05-29,251.0557861328125
2015-06-01,251.10098266601562
2015-06-02,240.31503295898438
2015-06-03,232.32708740234375
2015-06-04,232.50759887695312
2015-06-05,232.6881103515625
2015-06-08,230.11570739746094
2015-06-09,232.50759887695312
2015-06-10,235.2153778076172
2015-06-11,229.2582550048828
2015-06-12,229.213134765625
2015-06-15,225.87355041503906
2015-06-16,229.79981994628906
2015-06-17,230.25111389160156
2015-06-18,232.95889282226562
2015-06-19,234.8092041015625
2015-06-22,240.08937072753906
2015-06-23,241.66888427734375
2015-06-24,236.7948760986328
2015-06-25,239.00624084472656
2015-06-26,239.36729431152344
2015-06-29,234.35787963867188
2015-06-30,237.1559295654297
2015-07-01,241.66888427734375
2015-07-02,241.75917053222656
2015-07-03,243.15814208984375
2015-07-06,244.4217529296875
2015-07-07,246.31724548339844
2015-07-08,241.307861328125
2015-07-09,241.66888427734375
2015-07-10,244.1961669921875
2015-07-13,247.039306640625
2015-07-14,242.0750732421875
2015-07-15,241.93963623046875
2015-07-16,245.6854248046875
2015-07-17,244.69259643554688
2015-07-20,241.3981475830078
2015-07-21,238.55491638183594
2015-07-22,242.3909454345703
2015-07-23,243.74478149414062
2015-07-24,237.6072540283203
2015-07-27,233.27479553222656
2015-07-28,233.9517364501953
2015-07-29,228.897216796875
2015-07-30,231.78550720214844
2015-07-31,243.74478149414062
2015-08-03,253.67335510253906
2015-08-04,260.4879150390625
2015-08-05,257.599609375
2015-08-06,260.89410400390625
2015-08-07,253.8989715576172
2015-08-10,255.207763671875
2015-08-11,242.61660766601562
2015-08-12,231.3793487548828
2015-08-13,234.04197692871094
2015-08-14,242.34585571289062
2015-08-17,252.5
2015-08-18,257.05804443359375
2015-08-19,250.92044067382812
2015-08-20,244.1961669921875
2015-08-21,241.44326782226562
2015-08-24,221.4959716796875
2015-08-25,228.67160034179688
2015-08-26,221.7667694091797
2015-08-27,225.15147399902344
2015-08-28,224.70018005371094
2015-08-31,223.2560272216797
2015-09-01,215.8096466064453
2015-09-02,208.09251403808594
2015-09-03,209.6269073486328
2015-09-04,203.2184600830078
2015-09-07,199.56301879882812
2015-09-08,206.10678100585938
2015-09-09,209.08534240722656
2015-09-10,205.29444885253906
2015-09-11,207.6863250732422
2015-09-14,212.3346710205078
2015-09-15,210.2135772705078
2015-09-16,213.7336883544922
2015-09-18,218.4271697998047
2015-09-21,221.360595703125
2015-09-22,214.77166748046875
2015-09-23,216.48660278320312
2015-09-24,215.76451110839844
2015-09-28,216.12551879882812
2015-09-29,218.33688354492188
2015-09-30,214.04959106445312
2015-10-01,212.24440002441406
2015-10-05,216.6219940185547
2015-10-06,216.71224975585938
2015-10-07,219.82618713378906
2015-10-08,219.6005096435547
2015-10-09,219.73590087890625
2015-10-12,220.72877502441406
2015-10-13,220.05181884765625
2015-10-14,220.45799255371094
2015-10-15,224.70018005371094
