Date,Close,publishedAt,title,description,sentiment_label,sentiment_score
2015-01-02,24.288578033447266,,,,,
2015-01-05,23.60433006286621,,,,,
2015-01-06,23.606557846069336,,,,,
2015-01-07,23.937572479248047,,,,,
2015-01-08,24.85730743408203,,,,,
2015-01-09,24.883962631225586,,,,,
2015-01-12,24.270811080932617,,,,,
2015-01-13,24.486299514770508,,,,,
2015-01-14,24.392993927001953,,,,,
2015-01-15,23.73096466064453,,,,,
2015-01-16,23.54656982421875,,,,,
2015-01-20,24.153060913085938,,,,,
2015-01-21,24.337453842163086,,,,,
2015-01-22,24.970605850219727,,,,,
2015-01-23,25.099458694458008,,,,,
2015-01-26,25.126123428344727,,,,,
2015-01-27,24.246370315551758,,,,,
2015-01-28,25.617090225219727,,,,,
2015-01-29,26.414634704589844,,,,,
2015-01-30,26.028079986572266,,,,,
2015-02-02,26.35465431213379,,,,,
2015-02-03,26.35909652709961,,,,,
2015-02-04,26.561262130737305,,,,,
2015-02-05,26.75084114074707,,,,,
2015-02-06,26.525571823120117,,,,,
2015-02-09,26.701770782470703,,,,,
2015-02-10,27.214750289916992,,,,,
2015-02-11,27.852638244628906,,,,,
2015-02-12,28.20503044128418,,,,,
2015-02-13,28.343313217163086,,,,,
2015-02-17,28.51059341430664,,,,,
2015-02-18,28.7091007232666,,,,,
2015-02-19,28.64887237548828,,,,,
2015-02-20,28.8830623626709,,,,,
2015-02-23,29.6636905670166,,,,,
2015-02-24,29.478557586669922,,,,,
2015-02-25,28.724695205688477,,,,,
2015-02-26,29.0882511138916,,,,,
2015-02-27,28.65110206604004,,,,,
2015-03-02,28.79161262512207,,,,,
2015-03-03,28.851829528808594,,,,,
2015-03-04,28.668947219848633,,,,,
2015-03-05,28.193880081176758,,,,,
2015-03-06,28.236255645751953,,,,,
2015-03-09,28.35669708251953,,,,,
2015-03-10,27.770112991333008,,,,,
2015-03-11,27.263822555541992,,,,,
2015-03-12,27.756731033325195,,,,,
2015-03-13,27.56492042541504,,,,,
2015-03-16,27.86824607849121,,,,,
2015-03-17,28.334392547607422,,,,,
2015-03-18,28.6533260345459,,,,,
2015-03-19,28.436988830566406,,,,,
2015-03-20,28.08013343811035,,,,,
2015-03-23,28.372310638427734,,,,,
2015-03-24,28.256324768066406,,,,,
2015-03-25,27.518085479736328,,,,,
2015-03-26,27.70989418029785,,,,,
2015-03-27,27.48908805847168,,,,,
2015-03-30,28.18496322631836,,,,,
2015-03-31,27.75227165222168,,,,,
2015-04-01,27.71212387084961,,,,,
2015-04-02,27.95077133178711,,,,,
2015-04-06,28.403535842895508,,,,,
2015-04-07,28.104665756225586,,,,,
2015-04-08,28.01321792602539,,,,,
2015-04-09,28.227333068847656,,,,,
