Date,Close
,ICICIBANK.NS
2015-01-01,296.2925720214844
2015-01-02,304.70281982421875
2015-01-05,305.33355712890625
2015-01-06,292.38177490234375
2015-01-07,284.4761962890625
2015-01-08,292.213623046875
2015-01-09,287.50390625
2015-01-12,291.4566955566406
2015-01-13,286.7049255371094
2015-01-14,283.3407897949219
2015-01-15,296.7550964355469
2015-01-16,297.59613037109375
2015-01-19,303.4412841796875
2015-01-20,309.286376953125
2015-01-21,309.8751220703125
2015-01-22,311.0104675292969
2015-01-23,311.7674255371094
2015-01-27,322.532470703125
2015-01-28,322.9950256347656
2015-01-29,319.8412170410156
2015-01-30,303.35711669921875
2015-02-02,295.9141540527344
2015-02-03,291.4987487792969
2015-02-04,289.8587646484375
2015-02-05,282.2474365234375
2015-02-06,276.9910888671875
2015-02-09,269.1695861816406
2015-02-10,278.4207763671875
2015-02-11,281.4905700683594
2015-02-12,285.23309326171875
2015-02-13,289.1859436035156
2015-02-16,284.3079528808594
2015-02-18,287.96649169921875
2015-02-19,284.7284851074219
2015-02-20,278.33673095703125
2015-02-23,276.6967468261719
2015-02-24,274.2156982421875
2015-02-25,271.2300720214844
2015-02-26,270.2207946777344
2015-02-27,281.9531555175781
2015-03-02,293.5592346191406
2015-03-03,293.2228698730469
2015-03-04,293.8115234375
2015-03-05,292.46588134765625
2015-03-09,279.8926086425781
2015-03-10,280.6074523925781
2015-03-11,279.76641845703125
2015-03-12,284.4341735839844
2015-03-13,277.7059326171875
2015-03-16,278.7572021484375
2015-03-17,281.6167297363281
2015-03-18,281.5746765136719
2015-03-19,277.7059326171875
2015-03-20,267.9500427246094
2015-03-23,263.9131164550781
2015-03-24,262.3152160644531
2015-03-25,266.52032470703125
2015-03-26,258.9931945800781
2015-03-27,264.5439147949219
2015-03-30,268.0341796875
2015-03-31,265.3428955078125
2015-04-01,271.7767028808594
2015-04-06,270.17877197265625
2015-04-07,266.9408264160156
2015-04-08,265.0064697265625
2015-04-09,269.6321716308594
2015-04-10,267.69781494140625
2015-04-13,266.52032470703125
2015-04-15,264.9223937988281
2015-04-16,262.81988525390625
2015-04-17,260.8013610839844
2015-04-20,261.6844787597656
2015-04-21,261.43212890625
2015-04-22,263.1982727050781
2015-04-23,262.273193359375
2015-04-24,259.2454528808594
2015-04-27,254.24139404296875
2015-04-28,274.8885192871094
2015-04-29,277.66387939453125
2015-04-30,278.5049133300781
2015-05-04,276.9490051269531
